policy_id,customer_id,policy_type,premium_amount,coverage_amount,start_date,end_date,underwriting_score
POL0001032,CUST0000368,Health,3637.24,452476.39,2024-11-23,2026-12-19,0.235
POL0001033,CUST0001483,Health,725.27,50955.29,2023-12-10,2026-03-30,0.497
POL0001034,CUST0002266,Auto,1498.25,413086.21,2020-03-08,2021-07-20,0.631
POL0001035,CUST0000616,Life,423.85,84461.64,2020-03-26,2022-10-18,0.498
POL0001036,CUST0001882,Property,2275.27,28684.49,2022-03-31,2023-12-22,0.633
POL0001037,CUST0001589,Auto,4171.74,362549.83,2021-11-20,2023-12-09,0.153
POL0001038,CUST0002490,Life,318.39,147330.0,2018-08-24,2020-12-18,0.801
POL0001039,CUST0002889,Auto,3441.55,360103.11,2018-11-15,2019-09-02,0.851
POL0001040,CUST0000699,Life,4675.98,281991.77,2020-08-07,2022-10-30,0.594
POL0001041,CUST0000876,Life,1337.25,63315.62,2021-03-19,2022-12-20,0.805
POL0001042,CUST0001686,Property,3529.45,466743.74,2024-10-03,2026-03-28,0.205
POL0001043,CUST0002824,Life,4880.49,231633.95,2022-12-22,2024-01-08,0.738
POL0001044,CUST0002810,Health,4818.93,369879.17,2021-01-15,2022-11-12,0.195
POL0001045,CUST0000945,Property,1327.66,255500.08,2020-06-16,2022-04-06,0.426
POL0001046,CUST0000923,Health,681.59,306137.12,2020-03-22,2020-09-21,0.359
POL0001047,CUST0002983,Auto,911.76,158359.06,2019-12-23,2020-10-26,0.568
POL0001048,CUST0001747,Auto,3569.77,108176.55,2018-05-13,2018-12-04,0.341
POL0001049,CUST0000025,Life,3683.64,275859.4,2018-07-18,2021-03-24,0.61
POL0001050,CUST0002854,Life,3436.34,225707.3,2020-05-26,2020-12-18,0.394
POL0001051,CUST0001688,Health,1813.18,201155.47,2020-08-18,2021-03-27,0.789
POL0001052,CUST0001560,Health,1014.93,339557.93,2020-01-17,2022-02-17,0.607
POL0001053,CUST0002812,Health,2987.65,348348.25,2018-01-21,2018-09-21,0.272
POL0001054,CUST0001084,Auto,2521.67,32500.83,2022-10-26,2023-05-18,0.369
POL0001055,CUST0000434,Health,3698.4,175984.8,2020-10-09,2021-06-17,0.778
POL0001056,CUST0002927,Property,2318.53,211764.63,2021-09-18,2023-07-11,0.409
POL0001057,CUST0001090,Property,1825.47,57477.16,2022-11-26,2024-02-16,0.529
POL0001058,CUST0002958,Auto,1608.7,125591.42,2018-09-10,2019-06-11,0.619
POL0001059,CUST0002613,Health,1215.06,35304.48,2020-09-01,2022-03-29,0.378
POL0001060,CUST0001952,Health,1475.58,498158.63,2023-08-24,2025-02-17,0.335
POL0001061,CUST0002154,Life,655.19,370913.03,2024-01-03,2025-05-11,0.48
POL0001062,CUST0000096,Property,1864.91,52850.58,2022-03-28,2023-01-18,0.272
POL0001063,CUST0000168,Auto,375.54,19922.2,2019-03-08,2020-02-14,0.327
POL0001064,CUST0002090,Health,1094.79,362451.02,2023-06-20,2026-02-13,0.15
POL0001065,CUST0001903,Life,3784.5,225204.16,2023-05-27,2025-06-21,0.343
POL0001066,CUST0002152,Auto,1762.25,395530.39,2021-01-24,2022-05-24,0.357
POL0001067,CUST0001869,Auto,3407.54,462503.26,2020-03-10,2022-10-17,0.869
POL0001068,CUST0002568,Property,3641.04,303657.19,2019-05-28,2021-12-02,0.572
POL0001069,CUST0001999,Health,2989.69,101683.13,2021-08-15,2022-08-29,0.73
POL0001070,CUST0002330,Auto,4801.75,393275.08,2018-07-20,2021-01-16,0.136
POL0001071,CUST0002995,Life,302.91,478347.75,2021-02-14,2022-02-08,0.185
POL0001072,CUST0001134,Life,3745.53,294313.33,2020-03-26,2021-09-14,0.752
POL0001073,CUST0002011,Auto,4802.18,344178.75,2018-07-12,2021-01-16,0.599
POL0001074,CUST0000749,Life,4338.9,175362.6,2018-12-22,2020-02-26,0.253
POL0001075,CUST0001892,Auto,1005.88,196948.57,2018-01-28,2019-05-21,0.424
POL0001076,CUST0000831,Life,1768.74,369980.7,2018-02-28,2019-10-30,0.531
POL0001077,CUST0000049,Auto,1027.77,464607.84,2024-04-11,2024-10-11,0.775
POL0001078,CUST0000115,Auto,3086.28,318204.31,2020-12-26,2023-04-07,0.148
POL0001079,CUST0001179,Auto,3618.5,397025.48,2019-04-02,2021-08-06,0.577
POL0001080,CUST0001673,Life,1721.95,94101.16,2019-08-26,2020-11-01,0.674
POL0001081,CUST0002551,Auto,2789.63,113859.95,2021-07-11,2023-11-02,0.882
POL0001082,CUST0000071,Property,3516.42,270697.0,2018-09-11,2020-10-08,0.746
POL0001083,CUST0001360,Auto,2222.43,96511.55,2021-06-30,2023-07-16,0.321
POL0001084,CUST0000067,Health,4299.27,321147.58,2024-02-04,2024-11-05,0.668
POL0001085,CUST0001517,Health,3903.44,152910.06,2022-03-23,2023-03-04,0.711
POL0001086,CUST0001674,Property,510.39,397850.98,2020-11-29,2022-04-23,0.684
POL0001087,CUST0001778,Auto,3181.4,405974.07,2023-03-04,2023-10-31,0.756
POL0001088,CUST0000967,Health,1329.56,237255.85,2023-12-15,2024-12-02,0.823
POL0001089,CUST0002229,Auto,2876.09,98597.21,2024-10-28,2026-01-03,0.179
POL0001090,CUST0001790,Health,4793.06,326919.73,2019-11-25,2021-08-26,0.184
POL0001091,CUST0000613,Life,4419.5,496465.64,2019-11-25,2022-02-05,0.737
POL0001092,CUST0001887,Life,2141.68,315069.54,2022-07-08,2023-08-06,0.302
POL0001093,CUST0001623,Property,1599.27,27529.6,2019-05-07,2020-06-28,0.147
POL0001094,CUST0000697,Property,1325.15,18474.05,2023-12-16,2025-08-01,0.421
POL0001095,CUST0002651,Auto,2756.07,166977.37,2022-06-16,2024-12-20,0.756
POL0001096,CUST0002296,Property,748.39,105934.07,2022-07-18,2025-01-24,0.201
POL0001097,CUST0001238,Auto,2836.52,408395.09,2022-11-06,2025-05-18,0.637
POL0001098,CUST0002407,Life,206.4,423954.78,2022-02-06,2024-06-09,0.103
POL0001099,CUST0000249,Life,1754.48,136723.2,2023-04-03,2024-02-02,0.188
POL0001100,CUST0000638,Health,1255.68,169565.94,2018-04-15,2019-06-21,0.381
POL0001101,CUST0000950,Auto,4861.85,125761.01,2018-05-08,2020-10-14,0.167
POL0001102,CUST0001905,Life,3690.76,455107.45,2019-05-30,2020-06-09,0.777
POL0001103,CUST0001112,Life,1878.34,256298.17,2023-03-15,2025-06-05,0.791
POL0001104,CUST0002711,Auto,645.66,331507.15,2021-05-15,2022-12-28,0.704
POL0001105,CUST0000176,Health,2680.64,213586.22,2022-07-18,2024-04-13,0.294
POL0001106,CUST0000723,Health,1224.55,319196.95,2020-04-18,2022-11-29,0.519
POL0001107,CUST0002474,Health,2774.86,199069.13,2021-11-14,2022-07-05,0.247
POL0001108,CUST0000771,Health,4209.74,176442.43,2021-12-03,2024-03-08,0.325
POL0001109,CUST0001948,Life,3155.8,320895.24,2021-05-11,2022-10-11,0.513
POL0001110,CUST0000703,Auto,3242.18,299620.42,2023-11-02,2025-04-23,0.688
POL0001111,CUST0002129,Auto,2796.95,153828.7,2024-11-14,2025-10-10,0.176
POL0001112,CUST0000927,Life,4650.88,83180.74,2019-09-27,2020-07-02,0.337
POL0001113,CUST0000138,Life,4673.13,190602.58,2024-07-14,2025-08-31,0.841
POL0001114,CUST0002518,Life,2661.07,213446.84,2022-12-25,2024-12-17,0.443
POL0001115,CUST0002398,Property,1667.65,318055.32,2023-11-07,2024-07-05,0.851
POL0001116,CUST0001150,Auto,2406.02,458119.09,2021-03-06,2022-03-16,0.893
POL0001117,CUST0001941,Auto,1095.48,27730.55,2022-03-12,2024-03-02,0.521
POL0001118,CUST0001892,Auto,3254.45,129393.9,2021-02-20,2023-09-12,0.33
POL0001119,CUST0001879,Health,2600.44,104920.81,2021-10-11,2022-07-23,0.733
POL0001120,CUST0001254,Life,695.84,256124.26,2022-09-02,2023-12-20,0.227
POL0001121,CUST0001484,Life,1148.71,220553.4,2018-05-07,2020-08-08,0.302
POL0001122,CUST0001369,Life,2502.23,367228.44,2019-07-25,2021-04-15,0.728
POL0001123,CUST0000310,Property,4460.43,128783.8,2021-01-31,2023-01-14,0.447
POL0001124,CUST0001044,Auto,2918.68,301304.2,2021-10-04,2022-09-04,0.261
POL0001125,CUST0001671,Life,3471.37,443090.06,2019-10-25,2021-06-01,0.621
POL0001126,CUST0001565,Property,1827.34,456232.09,2022-09-11,2025-03-04,0.686
POL0001127,CUST0001584,Life,2942.77,479804.46,2022-12-29,2025-07-03,0.2
POL0001128,CUST0001501,Health,2347.42,388897.96,2023-10-14,2026-06-16,0.322
POL0001129,CUST0002317,Auto,3363.82,453934.07,2024-08-16,2026-12-26,0.277
POL0001130,CUST0000770,Property,442.76,124920.13,2023-08-14,2025-08-16,0.404
POL0001131,CUST0000016,Life,2567.84,106814.66,2024-06-20,2026-07-11,0.711
POL0001132,CUST0000606,Auto,1620.76,13179.16,2024-01-26,2025-08-02,0.671
POL0001133,CUST0001382,Property,1765.69,356353.74,2020-12-09,2023-01-16,0.63
POL0001134,CUST0000813,Auto,4812.4,469358.92,2022-06-18,2024-03-13,0.105
POL0001135,CUST0001991,Auto,1076.94,101598.32,2018-09-09,2019-09-25,0.214
POL0001136,CUST0002530,Health,1693.98,322102.35,2022-06-21,2024-12-18,0.279
POL0001137,CUST0000895,Auto,2647.48,375765.28,2022-07-25,2024-04-16,0.318
POL0001138,CUST0001568,Property,4342.53,464530.98,2022-02-20,2023-02-21,0.217
POL0001139,CUST0002317,Auto,2200.02,326961.51,2018-08-28,2020-10-23,0.428
POL0001140,CUST0000414,Property,3770.55,485443.93,2023-07-16,2026-01-04,0.16
POL0001141,CUST0000025,Auto,4310.6,178889.84,2020-09-05,2022-03-06,0.7
POL0001142,CUST0002005,Life,1688.08,181464.98,2021-03-02,2022-08-03,0.73
POL0001143,CUST0000316,Health,2085.2,276076.13,2021-04-18,2022-07-03,0.559
POL0001144,CUST0000571,Life,1911.47,197915.92,2021-01-06,2023-02-13,0.172
POL0001145,CUST0000725,Health,4197.71,10698.61,2021-12-17,2023-12-09,0.812
POL0001146,CUST0001850,Property,412.86,368568.29,2023-02-16,2025-02-15,0.873
POL0001147,CUST0001300,Health,1680.42,378341.35,2018-07-06,2019-11-03,0.262
POL0001148,CUST0001954,Auto,3461.16,376017.56,2024-05-15,2026-11-06,0.664
POL0001149,CUST0000389,Auto,2914.13,179060.13,2023-03-12,2025-06-06,0.774
POL0001150,CUST0002770,Life,2294.19,265921.84,2018-05-29,2019-05-08,0.532
POL0001151,CUST0000444,Health,2791.75,186387.02,2020-06-07,2022-12-31,0.359
POL0001152,CUST0002745,Property,1148.41,17857.84,2022-03-01,2024-05-09,0.483
POL0001153,CUST0000971,Property,2267.44,285599.98,2022-10-23,2023-07-17,0.51
POL0001154,CUST0002769,Auto,2608.17,70642.73,2018-03-24,2019-04-07,0.421
POL0001155,CUST0002416,Property,4525.71,49220.25,2021-07-07,2022-09-30,0.844
POL0001156,CUST0001965,Auto,1452.01,380194.54,2019-11-11,2020-06-28,0.695
POL0001157,CUST0002390,Auto,4365.58,14658.04,2023-09-29,2025-07-28,0.293
POL0001158,CUST0001829,Auto,3292.36,479914.14,2021-06-26,2022-07-08,0.568
POL0001159,CUST0000304,Life,297.64,262475.13,2024-11-21,2025-06-11,0.651
POL0001160,CUST0000764,Life,3678.23,491678.05,2023-10-02,2026-01-23,0.212
POL0001161,CUST0001974,Auto,370.65,38418.81,2024-02-07,2025-03-15,0.387
POL0001162,CUST0000816,Auto,4987.43,295929.48,2020-09-25,2021-10-30,0.824
POL0001163,CUST0002160,Auto,4388.66,181170.25,2020-02-01,2022-05-23,0.554
POL0001164,CUST0000878,Property,1627.25,423306.42,2019-07-17,2020-10-04,0.274
POL0001165,CUST0002978,Auto,1435.57,186999.14,2024-12-23,2025-09-01,0.198
POL0001166,CUST0000703,Auto,2030.92,137638.91,2019-03-19,2019-11-30,0.515
POL0001167,CUST0002894,Health,1909.6,430201.03,2023-05-16,2025-05-08,0.538
POL0001168,CUST0000944,Health,1987.22,193580.01,2024-05-17,2026-01-21,0.368
POL0001169,CUST0002327,Health,1727.73,18248.33,2023-12-14,2024-08-14,0.604
POL0001170,CUST0002430,Health,3181.44,201241.66,2022-05-24,2023-11-11,0.155
POL0001171,CUST0002061,Auto,988.47,330715.91,2024-05-18,2024-12-01,0.216
POL0001172,CUST0000303,Health,4260.71,134636.17,2023-11-10,2026-03-14,0.537
POL0001173,CUST0001580,Property,4099.53,221673.92,2024-09-02,2027-05-08,0.149
POL0001174,CUST0000160,Property,2487.12,37790.42,2019-11-26,2021-12-10,0.805
POL0001175,CUST0002202,Health,4293.1,298165.47,2018-03-08,2020-03-31,0.214
POL0001176,CUST0002802,Life,1386.3,380584.51,2019-07-05,2022-02-07,0.639
POL0001177,CUST0002229,Property,284.31,212523.16,2019-02-10,2021-08-28,0.413
POL0001178,CUST0001204,Property,3172.2,215913.99,2021-07-19,2023-03-26,0.42
POL0001179,CUST0002425,Health,2397.97,53258.42,2022-02-03,2023-10-16,0.712
POL0001180,CUST0002824,Health,2922.39,108951.02,2018-06-20,2018-12-25,0.5
POL0001181,CUST0001192,Auto,4516.83,85790.9,2019-10-28,2021-08-07,0.681
POL0001182,CUST0001174,Property,4855.64,246027.01,2021-10-03,2023-12-23,0.504
POL0001183,CUST0002064,Health,3245.38,269335.22,2022-01-28,2023-07-09,0.574
POL0001184,CUST0001115,Health,3867.47,474980.66,2018-03-01,2020-04-20,0.709
POL0001185,CUST0001144,Auto,602.28,45883.44,2022-08-11,2024-02-13,0.586
POL0001186,CUST0001980,Property,971.43,303935.31,2024-10-08,2025-09-27,0.592
POL0001187,CUST0000253,Health,3719.38,267984.28,2020-08-11,2022-07-06,0.731
POL0001188,CUST0001433,Auto,2270.55,262954.22,2018-04-30,2019-03-05,0.859
POL0001189,CUST0002079,Health,2340.63,437848.05,2018-12-03,2020-12-17,0.401
POL0001190,CUST0000731,Life,1681.32,110713.85,2023-11-12,2025-02-26,0.562
POL0001191,CUST0002337,Life,3115.31,29978.9,2018-06-18,2020-11-09,0.169
POL0001192,CUST0000498,Health,1088.79,339413.04,2023-09-19,2025-03-04,0.387
POL0001193,CUST0001429,Property,3209.2,179127.16,2023-11-22,2024-12-29,0.43
POL0001194,CUST0000548,Life,1034.23,18619.06,2018-01-23,2019-12-27,0.768
POL0001195,CUST0000961,Auto,506.36,133173.26,2021-04-11,2023-09-14,0.511
POL0001196,CUST0000132,Health,1785.72,161570.12,2020-09-02,2023-03-29,0.685
POL0001197,CUST0001348,Auto,1309.47,312250.8,2021-06-12,2023-05-01,0.115
POL0001198,CUST0000858,Life,4467.16,94567.04,2018-10-01,2020-03-31,0.472
POL0001199,CUST0001156,Property,463.78,212396.63,2019-08-22,2021-12-14,0.821
POL0001200,CUST0002033,Auto,1047.75,246412.97,2024-05-07,2026-06-15,0.279
POL0001201,CUST0000521,Life,2833.85,235026.32,2019-07-20,2021-10-28,0.125
POL0001202,CUST0000030,Life,2509.12,487230.98,2018-01-25,2019-12-05,0.447
POL0001203,CUST0002675,Life,420.09,32297.08,2018-12-01,2019-08-27,0.664
POL0001204,CUST0002052,Auto,234.81,475974.41,2023-08-12,2025-11-24,0.464
POL0001205,CUST0000509,Life,4942.73,295149.23,2022-05-26,2023-02-01,0.468
POL0001206,CUST0001261,Health,3362.41,399906.58,2018-09-25,2020-05-29,0.636
POL0001207,CUST0001559,Life,1953.95,220892.38,2019-10-29,2022-03-15,0.304
POL0001208,CUST0000016,Health,2458.07,232380.56,2021-11-24,2023-05-05,0.702
POL0001209,CUST0000997,Property,1479.44,440869.98,2018-08-08,2019-10-24,0.222
POL0001210,CUST0001608,Health,1855.39,449007.9,2022-12-17,2024-03-11,0.417
POL0001211,CUST0001840,Property,3315.41,126957.55,2018-08-01,2020-06-19,0.625
POL0001212,CUST0002017,Property,4437.5,107628.52,2024-05-17,2026-04-04,0.763
POL0001213,CUST0001254,Health,1083.82,253155.24,2020-09-10,2022-11-15,0.733
POL0001214,CUST0001744,Property,4233.74,451135.74,2020-10-24,2022-06-15,0.677
POL0001215,CUST0002311,Health,783.47,167954.0,2020-12-03,2021-08-11,0.387
POL0001216,CUST0001089,Auto,1231.96,329487.16,2024-04-27,2025-01-05,0.198
POL0001217,CUST0002313,Property,378.44,356994.33,2022-04-09,2024-07-21,0.273
POL0001218,CUST0001362,Health,875.9,391550.59,2020-11-22,2022-10-05,0.792
POL0001219,CUST0000378,Property,4603.06,286322.98,2019-06-30,2021-07-22,0.786
POL0001220,CUST0001199,Life,2405.31,207203.04,2021-05-02,2022-03-23,0.861
POL0001221,CUST0000476,Health,572.8,483837.83,2022-07-22,2023-03-04,0.161
POL0001222,CUST0001290,Life,4806.69,309552.07,2019-09-21,2022-03-29,0.529
POL0001223,CUST0000329,Property,4419.16,366996.95,2021-12-16,2022-09-26,0.619
POL0001224,CUST0001840,Property,3822.48,179041.59,2022-08-31,2023-06-15,0.669
POL0001225,CUST0001187,Auto,4680.67,338275.1,2022-08-09,2023-12-18,0.615
POL0001226,CUST0000438,Health,1256.62,136320.85,2022-08-07,2023-06-03,0.716
POL0001227,CUST0001391,Life,4214.57,130097.49,2019-05-13,2021-03-21,0.388
POL0001228,CUST0001774,Auto,3511.96,360213.88,2023-02-14,2023-09-24,0.244
POL0001229,CUST0001223,Property,4374.84,265483.42,2022-06-12,2023-03-17,0.264
POL0001230,CUST0001524,Property,4025.18,344805.54,2020-07-27,2022-12-29,0.11
POL0001231,CUST0002064,Auto,1863.18,142024.86,2022-11-05,2024-03-09,0.38
POL0001232,CUST0001845,Life,3917.11,303374.44,2018-01-15,2019-02-12,0.173
POL0001233,CUST0001320,Property,1459.79,227527.49,2018-08-19,2020-05-22,0.357
POL0001234,CUST0000868,Property,1777.24,302510.54,2018-11-18,2021-05-26,0.603
POL0001235,CUST0002559,Health,717.95,152531.07,2024-09-13,2026-05-08,0.816
POL0001236,CUST0001812,Auto,4688.37,360570.97,2024-07-09,2026-01-28,0.772
POL0001237,CUST0000984,Property,1596.82,404905.39,2019-07-31,2021-12-23,0.302
POL0001238,CUST0001263,Life,2698.99,137359.07,2020-01-06,2020-10-23,0.207
POL0001239,CUST0002629,Health,2078.4,157304.07,2022-02-16,2023-05-13,0.254
POL0001240,CUST0001325,Auto,4807.65,333965.59,2020-08-21,2021-05-29,0.877
POL0001241,CUST0002054,Life,1808.24,350836.74,2020-07-09,2021-08-02,0.54
POL0001242,CUST0001019,Property,3937.02,355008.85,2022-10-24,2025-04-29,0.246
POL0001243,CUST0001790,Auto,4306.0,344522.27,2018-01-27,2020-09-25,0.773
POL0001244,CUST0000807,Auto,2290.91,202475.78,2024-12-11,2025-06-30,0.416
POL0001245,CUST0001894,Life,2015.22,203478.3,2022-07-16,2025-02-09,0.819
POL0001246,CUST0001410,Auto,3789.18,134860.64,2021-05-03,2022-04-06,0.309
POL0001247,CUST0002667,Life,4581.9,86848.51,2018-08-20,2021-02-25,0.415
POL0001248,CUST0001319,Property,3823.67,349362.92,2018-02-05,2019-07-12,0.504
POL0001249,CUST0001142,Health,1290.21,55662.51,2020-11-09,2022-06-11,0.814
POL0001250,CUST0000405,Life,4463.88,469518.22,2021-01-23,2022-10-18,0.795
POL0001251,CUST0001787,Health,2060.39,415076.29,2018-07-05,2020-11-29,0.559
POL0001252,CUST0000594,Auto,2965.9,430177.81,2024-05-27,2025-04-14,0.277
POL0001253,CUST0002614,Life,4190.89,454267.72,2019-03-24,2020-10-20,0.423
POL0001254,CUST0002800,Property,1104.29,210216.44,2020-08-12,2022-07-28,0.881
POL0001255,CUST0000012,Life,3965.65,424883.35,2021-08-18,2022-07-04,0.586
POL0001256,CUST0002213,Life,3061.58,87450.04,2019-04-16,2020-06-08,0.725
POL0001257,CUST0002926,Life,4488.04,20604.48,2020-05-07,2021-08-21,0.46
POL0001258,CUST0001318,Health,1025.46,394596.78,2018-03-27,2020-12-17,0.526
POL0001259,CUST0001543,Health,2219.27,46650.36,2024-09-25,2025-06-13,0.443
POL0001260,CUST0002126,Auto,4197.65,494377.09,2019-11-19,2021-11-27,0.662
POL0001261,CUST0000614,Auto,292.31,340650.25,2018-11-21,2019-11-06,0.781
POL0001262,CUST0001987,Auto,738.57,379190.36,2023-03-26,2025-11-03,0.506
POL0001263,CUST0000869,Auto,4954.71,130443.89,2022-03-09,2024-04-06,0.485
POL0001264,CUST0000812,Life,1545.89,340194.04,2019-08-02,2021-07-07,0.372
POL0001265,CUST0001823,Health,4882.61,31177.77,2023-12-20,2025-12-10,0.242
POL0001266,CUST0000767,Health,1076.15,420534.6,2020-03-08,2020-12-22,0.851
POL0001267,CUST0000082,Health,1933.25,93115.81,2019-12-05,2020-12-30,0.353
POL0001268,CUST0001745,Health,3813.77,351705.45,2021-05-11,2023-12-22,0.741
POL0001269,CUST0002257,Auto,3357.34,119995.45,2020-03-14,2021-11-21,0.672
POL0001270,CUST0000522,Life,2989.39,43542.05,2018-07-11,2019-11-24,0.733
POL0001271,CUST0001328,Health,2743.52,245931.9,2018-04-12,2020-09-21,0.849
POL0001272,CUST0000994,Property,4248.51,92950.24,2023-01-10,2023-09-30,0.599
POL0001273,CUST0002513,Life,1327.75,367427.55,2023-06-24,2024-12-30,0.818
POL0001274,CUST0001526,Property,2323.86,126407.26,2024-03-01,2024-10-19,0.234
POL0001275,CUST0001470,Life,946.17,177811.55,2022-04-27,2024-03-02,0.601
POL0001276,CUST0002676,Life,3060.52,288045.23,2020-12-30,2022-03-10,0.718
POL0001277,CUST0001514,Life,1402.61,149634.46,2021-04-19,2023-05-24,0.317
POL0001278,CUST0000781,Property,1802.44,195214.18,2021-04-27,2022-05-31,0.693
POL0001279,CUST0001452,Health,2462.0,409654.67,2023-12-16,2026-03-29,0.723
POL0001280,CUST0000559,Health,328.5,97812.83,2022-12-14,2023-09-19,0.765
POL0001281,CUST0002139,Property,641.3,50278.78,2019-08-21,2020-06-24,0.35
POL0001282,CUST0002038,Health,3492.46,170895.31,2023-12-31,2025-02-01,0.645
POL0001283,CUST0001754,Auto,2259.06,217944.62,2024-12-13,2026-09-30,0.343
POL0001284,CUST0000860,Health,4350.99,275903.05,2018-03-16,2020-11-02,0.691
POL0001285,CUST0001613,Auto,3534.43,192487.61,2019-07-24,2021-04-21,0.47
POL0001286,CUST0000556,Auto,238.88,397056.73,2020-06-14,2021-01-01,0.578
POL0001287,CUST0000156,Auto,3160.22,29266.55,2022-10-16,2025-03-03,0.433
POL0001288,CUST0002050,Property,649.88,221566.09,2020-04-13,2022-04-22,0.23
POL0001289,CUST0001381,Health,3948.48,197305.4,2020-11-01,2023-01-18,0.242
POL0001290,CUST0000825,Health,4959.24,327313.46,2024-03-10,2025-07-31,0.162
POL0001291,CUST0001593,Property,2749.75,483475.36,2018-11-03,2021-03-22,0.594
POL0001292,CUST0002850,Property,3477.34,260083.95,2018-11-23,2020-09-12,0.779
POL0001293,CUST0001082,Health,1339.11,493569.66,2020-08-03,2023-03-25,0.117
POL0001294,CUST0001204,Property,2300.47,158102.2,2023-08-04,2025-01-03,0.153
POL0001295,CUST0000493,Property,4309.26,25125.38,2021-06-23,2022-06-16,0.466
POL0001296,CUST0000669,Auto,1003.63,91174.95,2021-09-21,2023-05-14,0.69
POL0001297,CUST0000075,Property,1474.57,203611.19,2024-01-20,2025-11-11,0.226
POL0001298,CUST0002992,Auto,2338.08,165003.62,2018-01-31,2018-09-16,0.317
POL0001299,CUST0000371,Life,3618.79,57556.52,2022-03-19,2024-10-20,0.286
POL0001300,CUST0000587,Auto,2004.24,222003.45,2021-02-15,2021-09-12,0.419
POL0001301,CUST0000329,Auto,4653.11,175676.73,2019-05-09,2020-01-28,0.28
POL0001302,CUST0000590,Property,653.39,70083.42,2023-02-13,2025-10-08,0.382
POL0001303,CUST0001791,Health,1979.86,155097.39,2019-03-06,2021-01-15,0.683
POL0001304,CUST0000777,Life,3602.98,444353.67,2022-12-12,2024-12-06,0.589
POL0001305,CUST0002023,Life,1284.74,158003.94,2022-08-18,2024-01-08,0.165
POL0001306,CUST0002352,Life,3350.78,359838.16,2021-09-09,2023-11-07,0.61
POL0001307,CUST0000579,Health,988.24,309903.07,2022-10-08,2024-06-12,0.482
POL0001308,CUST0000221,Life,468.71,219318.77,2024-07-06,2026-08-12,0.848
POL0001309,CUST0001188,Life,780.88,127122.56,2022-09-14,2025-01-27,0.331
POL0001310,CUST0001504,Health,4663.93,190817.2,2020-01-29,2021-04-01,0.681
POL0001311,CUST0002423,Life,2848.4,300132.53,2021-10-21,2022-08-30,0.685
POL0001312,CUST0001708,Property,4022.46,181869.08,2022-09-23,2025-02-08,0.277
POL0001313,CUST0001746,Property,1796.74,115299.25,2023-10-24,2025-04-20,0.823
POL0001314,CUST0000188,Auto,3044.76,67066.75,2019-12-27,2022-07-03,0.493
POL0001315,CUST0001215,Auto,2575.77,441085.8,2021-01-24,2023-02-17,0.643
POL0001316,CUST0001110,Auto,4739.54,225753.36,2020-01-21,2022-09-06,0.217
POL0001317,CUST0002522,Property,3788.36,316352.08,2021-01-31,2022-09-27,0.306
